"Population Estimate","","","","","","","","","","","Geography","","","","","Building Estimate","","","","","","Accessibility: Total population - WorldPop (2026)","","","","","","Site Attributes","","","","","","","","","","Parent Site Attributes","","","","","","","","","","","","","","",""
"Total population - Meta (2023-04-21)","Total population - WorldPop (2026)","Total population - WorldPop UN (2020)","Total population - Grid3","Total population - Kontur (2023-10-31)","Total women - Meta (2023-04-21)","Total men - Meta (2023-04-21)","Children under 5 - Meta (2023-04-21)","People 15 to 24 - Meta (2023-04-21)","Women 15 to 49 - Meta (2023-04-21)","People 60 and older - Meta (2023-04-21)","Country (Admin 0)","State (Admin 1)","Local government area (Admin 2)","Ward (Admin 3)","Name","OpenStreetMap Buildings (2026-02-20)","Overture Buildings (2026-02-20)","Google Buildings 60+% Confidence (2023-05)","Google Buildings 70+% Confidence (2023-05)","Google Buildings 80+% Confidence (2023-05)","Average Building Footprint (m²) (2023-05)","People within 1hr of driving","People between 1hr - 4hr of driving","People further than 4hr of driving","People within 1hr of walking","People between 1hr - 4hr of walking","People further than 4hr of walking","state","lga_location_id","country","grid3_settlement_id","location_id","status","lga","grid3_globalid","Site Longitude","Site Latitude","Name","site","ownership_code","grid3_globalid","facility_level_code","location_id","state","nhfr_code","lga","lga_location_id","ownership_text","facility_level_text","country","organization_id","status","nhfr_uid"
"56","165","94","108","35","28","28","8","8","16","0","Nigeria","Bauchi","Toro","Tulai","Dogon Daji","12","33","35","28","13","28.93","165","0","0","165","0","0","Bauchi","nga-ba-5018","Nigeria","12155391","Invalid Number","active","Toro","Invalid Number","9.19244349926811","10.0959710198467","Magama Gari Health Post","9.164204,10.082232","public","b791e589-aa51-4d71-9786-daf96b8da2e5","primary","b791e589-aa51-4d71-9786-daf96b8da2e5","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-b791e589-aa51-4d71-9786-daf96b8da2e5","active","81170916"
"21","420","327","338","77","11","11","3","3","6","0","Nigeria","Bauchi","Toro","Tulai","Dukawa","92","144","132","82","24","36.67","420","0","0","420","0","0","Bauchi","nga-ba-5018","Nigeria","12148304","88","active","Toro","88","9.3232907893385","10.1460885647355","Galda Health Post","9.32535,10.14753","public","7","primary","7","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-7dc50bf0-450e-4cd8-bf34-39bd9185da6d","active","Invalid Number"
"119","422","329","429","134","60","60","17","17","34","0","Nigeria","Bauchi","Toro","Tulai","Gada Biyu","99","142","142","106","24","42.59","422","0","0","422","0","0","Bauchi","nga-ba-5018","Nigeria","12184135","Invalid Number","active","Toro","Invalid Number","9.31864299228033","10.1673782613977","Tashan Maiturare Health Post","9.331481934,10.18811035","public","de8cc28d-e887-4210-b74c-2706bddabfd6","primary","de8cc28d-e887-4210-b74c-2706bddabfd6","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-de8cc28d-e887-4210-b74c-2706bddabfd6","active","55919541"
"0","180","58","199","0","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Abdullahi","6","53","64","46","7","14.35","180","0","0","180","0","0","Bauchi","nga-ba-5018","Nigeria","12254323","Invalid Number","active","Toro","Invalid Number","9.24666956275018","10.0759943162847","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"74","82","60","172","67","37","37","11","11","21","0","Nigeria","Bauchi","Toro","Tulai","Gidan Abubakar","24","41","47","33","13","20.49","82","0","0","82","0","0","Bauchi","nga-ba-5018","Nigeria","12188936","90","active","Toro","90","9.25956542540411","10.1040407885516","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"42","127","95","102","20","21","21","6","6","12","0","Nigeria","Bauchi","Toro","Tulai","Gidan Ahmad Dukawa","32","47","36","23","4","27.39","127","0","0","127","0","0","Bauchi","nga-ba-5018","Nigeria","12155173","Invalid Number","active","Toro","Invalid Number","9.3151856116267","10.1326462668118","Polchi Health Post","9.299059,10.124553","public","1","primary","1","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-1dda576c-0dc1-465a-aeab-f6fc95b6de7c","active","Invalid Number"
"49","162","80","165","99","24","24","7","7","14","0","Nigeria","Bauchi","Toro","Tulai","Gidan Ayuba Jemage","57","67","61","42","6","23.57","162","0","0","162","0","0","Bauchi","nga-ba-5018","Nigeria","12053495","7308","active","Toro","7308","9.36966180534807","10.1099632909732","Yakanaji Health Post","9.348585,10.10546","public","e81f4fba-ad8f-459c-a800-c2b9b4dec120","primary","e81f4fba-ad8f-459c-a800-c2b9b4dec120","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-e81f4fba-ad8f-459c-a800-c2b9b4dec120","active","47606375"
"0","75","39","71","59","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Dampo","7","19","23","17","7","15.76","75","0","0","75","0","0","Bauchi","nga-ba-5018","Nigeria","12134666","3341","active","Toro","3341","9.25594100737163","10.0838204937209","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"115","268","218","344","65","58","58","16","16","33","0","Nigeria","Bauchi","Toro","Tulai","Gidan Hussani Bala","72","120","127","92","38","36.70","268","0","0","268","0","0","Bauchi","nga-ba-5018","Nigeria","12083664","42235841","active","Toro","42235841","9.30450147866037","10.1376152810204","Polchi Health Post","9.299059,10.124553","public","1","primary","1","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-1dda576c-0dc1-465a-aeab-f6fc95b6de7c","active","Invalid Number"
"21","234","179","150","44","11","11","3","3","6","0","Nigeria","Bauchi","Toro","Tulai","Gidan Ishyaku","22","57","50","36","8","27.63","234","0","0","234","0","0","Bauchi","nga-ba-5018","Nigeria","12195778","Invalid Number","active","Toro","Invalid Number","9.26640136832856","10.1018899348726","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"48","109","81","46","61","24","24","7","7","14","0","Nigeria","Bauchi","Toro","Tulai","Gidan Layi","17","20","20","12","3","25.72","109","0","0","109","0","0","Bauchi","nga-ba-5018","Nigeria","12082214","25","active","Toro","25","9.35461599103519","10.1258132197044","Tashan Durumi Maternity","9.35177,10.13445","public","63","primary","63","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-63c71d7d-a09d-44ce-92f4-038f4e56fa46","active","Invalid Number"
"0","322","149","384","57","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Madaki Usman","97","141","120","74","12","15.19","322","0","0","322","0","0","Bauchi","nga-ba-5018","Nigeria","12146694","Invalid Number","active","Toro","Invalid Number","9.23772242804768","10.0998644772638","Mai Allo Health Post","9.223617,10.10229","public","e25eff86-d423-43c7-9ebe-3b0cd1032528","primary","e25eff86-d423-43c7-9ebe-3b0cd1032528","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-e25eff86-d423-43c7-9ebe-3b0cd1032528","active","Invalid Number"
"0","204","100","185","4","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Malam","0","46","57","48","3","13.40","204","0","0","204","0","0","Bauchi","nga-ba-5018","Nigeria","12043962","Invalid Number","active","Toro","Invalid Number","9.23937320740765","10.0910149603721","Mai Allo Health Post","9.223617,10.10229","public","e25eff86-d423-43c7-9ebe-3b0cd1032528","primary","e25eff86-d423-43c7-9ebe-3b0cd1032528","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-e25eff86-d423-43c7-9ebe-3b0cd1032528","active","Invalid Number"
"0","57","40","8","158","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Samaila","4","7","6","2","0","25.17","57","0","0","57","0","0","Bauchi","nga-ba-5018","Nigeria","12117425","Invalid Number","active","Toro","Invalid Number","9.30686277909405","10.1313286143242","Polchi Health Post","9.299059,10.124553","public","1","primary","1","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-1dda576c-0dc1-465a-aeab-f6fc95b6de7c","active","Invalid Number"
"183","182","110","105","138","92","92","26","26","52","0","Nigeria","Bauchi","Toro","Tulai","Gidan Sarki Abibakar Tukurkuje","52","56","42","23","7","36.40","182","0","0","182","0","0","Bauchi","nga-ba-5018","Nigeria","12211816","32","active","Toro","32","9.35269316136038","10.1164584681838","Yakanaji Health Post","9.348585,10.10546","public","e81f4fba-ad8f-459c-a800-c2b9b4dec120","primary","e81f4fba-ad8f-459c-a800-c2b9b4dec120","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-e81f4fba-ad8f-459c-a800-c2b9b4dec120","active","47606375"
"161","141","113","108","144","81","81","23","23","46","0","Nigeria","Bauchi","Toro","Tulai","Gidan Sarki Dantata","58","63","43","32","16","40.36","141","0","0","141","0","0","Bauchi","nga-ba-5018","Nigeria","12121065","80","active","Toro","80","9.35638182785914","10.1061015139737","Yakanaji Health Post","9.348585,10.10546","public","e81f4fba-ad8f-459c-a800-c2b9b4dec120","primary","e81f4fba-ad8f-459c-a800-c2b9b4dec120","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-e81f4fba-ad8f-459c-a800-c2b9b4dec120","active","47606375"
"0","90","54","26","78","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Sarki Doma Tukurkuje","26","26","10","7","2","35.47","90","0","0","90","0","0","Bauchi","nga-ba-5018","Nigeria","12109592","Invalid Number","active","Toro","Invalid Number","9.36453533243969","10.101100530665","Yakanaji Health Post","9.348585,10.10546","public","e81f4fba-ad8f-459c-a800-c2b9b4dec120","primary","e81f4fba-ad8f-459c-a800-c2b9b4dec120","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-e81f4fba-ad8f-459c-a800-c2b9b4dec120","active","47606375"
"0","207","142","279","6","0","0","0","0","0","0","Nigeria","Bauchi","Toro","Tulai","Gidan Wakili","37","86","92","68","11","16.89","207","0","0","207","0","0","Bauchi","nga-ba-5018","Nigeria","12095954","84","active","Toro","84","9.25973599262198","10.0927874728636","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"56","162","83","160","71","28","28","8","8","16","0","Nigeria","Bauchi","Toro","Tulai","Gidan Yahaya","31","45","49","37","13","23.70","162","0","0","162","0","0","Bauchi","nga-ba-5018","Nigeria","12073830","951784","active","Toro","951784","9.23632363063109","10.1071319580735","Mai Allo Health Post","9.223617,10.10229","public","e25eff86-d423-43c7-9ebe-3b0cd1032528","primary","e25eff86-d423-43c7-9ebe-3b0cd1032528","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-e25eff86-d423-43c7-9ebe-3b0cd1032528","active","Invalid Number"
"568","427","494","747","629","284","284","81","81","162","0","Nigeria","Bauchi","Toro","Tulai","Gindin Duzu Bukka","249","305","304","248","87","46.91","427","0","0","427","0","0","Bauchi","nga-ba-5018","Nigeria","12260974","Invalid Number","active","Toro","Invalid Number","9.29046173232314","10.0736318314439","Bukka Tulai Primary Health Care Center","9.288060246,10.07350512","public","3","primary","3","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-3ec0d119-fc79-4f3c-aebf-29e917b27af7","active","71350481"
"105","158","101","195","171","53","53","15","15","30","0","Nigeria","Bauchi","Toro","Tulai","Goljodu","49","65","64","50","17","48.99","158","0","0","158","0","0","Bauchi","nga-ba-5018","Nigeria","12146265","0","active","Toro","0","9.29480286416089","10.1420991001934","Jambr Health Post","9.28505,10.13284","unknown","97","primary","97","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-97b6eb14-194f-46f7-8a0b-5ac64b8ed341","active","Invalid Number"
"131","196","124","186","213","66","66","19","19","37","0","Nigeria","Bauchi","Toro","Tulai","Gondon","54","60","56","48","24","25.98","196","0","0","179","17","0","Bauchi","nga-ba-5018","Nigeria","12054344","4","active","Toro","4","9.17335875770056","10.0420510019522","Bukka Health Post","9.1728,10.04413","public","cd0b0e1e-44bf-4a1a-abe2-943183ada4ef","primary","cd0b0e1e-44bf-4a1a-abe2-943183ada4ef","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-cd0b0e1e-44bf-4a1a-abe2-943183ada4ef","active","Invalid Number"
"454","299","438","638","770","227","227","65","65","130","0","Nigeria","Bauchi","Toro","Tulai","Gwarmawa","239","285","287","229","72","39.96","299","0","0","299","0","0","Bauchi","nga-ba-5018","Nigeria","12136695","Invalid Number","active","Toro","Invalid Number","9.29366620023501","10.080229679756","Bukka Tulai Primary Health Care Center","9.288060246,10.07350512","public","3","primary","3","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-3ec0d119-fc79-4f3c-aebf-29e917b27af7","active","71350481"
"241","460","251","396","941","120","120","34","34","69","0","Nigeria","Bauchi","Toro","Tulai","Jambil North","86","125","127","99","37","38.34","460","0","0","460","0","0","Bauchi","nga-ba-5018","Nigeria","12030178","80","active","Toro","80","9.28907183999348","10.1322653796436","Jambr Health Post","9.28505,10.13284","unknown","97","primary","97","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-97b6eb14-194f-46f7-8a0b-5ac64b8ed341","active","Invalid Number"
"97","212","208","217","125","49","49","14","14","28","0","Nigeria","Bauchi","Toro","Tulai","Jambil South","57","70","77","54","16","36.07","212","0","0","212","0","0","Bauchi","nga-ba-5018","Nigeria","12006766","Invalid Number","active","Toro","Invalid Number","9.2860319597072","10.1208105303817","Jambr Health Post","9.28505,10.13284","unknown","97","primary","97","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-97b6eb14-194f-46f7-8a0b-5ac64b8ed341","active","Invalid Number"
"84","403","320","275","125","42","42","12","12","24","0","Nigeria","Bauchi","Toro","Tulai","Jita","74","113","114","85","23","30.81","403","0","0","403","0","0","Bauchi","nga-ba-5018","Nigeria","12262284","7","active","Toro","7","9.33440384406219","10.0953537899455","Yakanaji Health Post","9.348585,10.10546","public","e81f4fba-ad8f-459c-a800-c2b9b4dec120","primary","e81f4fba-ad8f-459c-a800-c2b9b4dec120","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-e81f4fba-ad8f-459c-a800-c2b9b4dec120","active","47606375"
"70","160","165","120","94","35","35","10","10","20","0","Nigeria","Bauchi","Toro","Tulai","Jonga South","17","44","41","33","11","32.11","160","0","0","160","0","0","Bauchi","nga-ba-5018","Nigeria","12214098","40","active","Toro","40","9.27860214857037","10.0447352453353","Bukka Tulai Primary Health Care Center","9.288060246,10.07350512","public","3","primary","3","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-3ec0d119-fc79-4f3c-aebf-29e917b27af7","active","71350481"
"91","441","273","597","100","46","46","13","13","26","0","Nigeria","Bauchi","Toro","Tulai","Junga North","47","170","193","150","38","22.06","441","0","0","441","0","0","Bauchi","nga-ba-5018","Nigeria","12174130","31","active","Toro","31","9.26502297113325","10.0441616964052","Bukka Tulai Primary Health Care Center","9.288060246,10.07350512","public","3","primary","3","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-3ec0d119-fc79-4f3c-aebf-29e917b27af7","active","71350481"
"398","198","169","462","609","199","199","57","57","114","0","Nigeria","Bauchi","Toro","Tulai","Kadirawa West","110","135","147","118","59","47.93","198","0","0","198","0","0","Bauchi","nga-ba-5018","Nigeria","12100349","5390","active","Toro","5390","9.28200142042925","10.0752595485894","Bukka Tulai Primary Health Care Center","9.288060246,10.07350512","public","3","primary","3","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Center","Nigeria","org-3ec0d119-fc79-4f3c-aebf-29e917b27af7","active","71350481"
"35","60","58","34","120","18","18","5","5","10","0","Nigeria","Bauchi","Toro","Tulai","Kan Waya","12","15","14","9","2","38.47","60","0","0","60","0","0","Bauchi","nga-ba-5018","Nigeria","12122216","Invalid Number","active","Toro","Invalid Number","9.36461670939366","10.1303052433923","Gasuwo Maternity Clinic","9.3739,10.14553","public","Infinity","primary","Infinity","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-568e979b-2b3e-4dc9-bd73-9d86f0a7e7da","active","Invalid Number"
"28","51","58","67","42","14","14","4","4","8","0","Nigeria","Bauchi","Toro","Tulai","Kansin","22","33","35","27","13","22.74","51","0","0","51","0","0","Bauchi","nga-ba-5018","Nigeria","12121978","1","active","Toro","1","9.26979366864293","10.0730020685907","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"315","166","170","339","100","158","158","45","45","90","0","Nigeria","Bauchi","Toro","Tulai","Koccayel","57","102","136","116","41","43.38","166","0","0","166","0","0","Bauchi","nga-ba-5018","Nigeria","12202321","Invalid Number","active","Toro","Invalid Number","9.31047900969861","10.1025509896365","Kocchiyel Health Post","9.30914,10.1009","public","d73045cd-ae86-4784-a9ad-2a4f908e93db","primary","d73045cd-ae86-4784-a9ad-2a4f908e93db","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-d73045cd-ae86-4784-a9ad-2a4f908e93db","active","Invalid Number"
"251","321","262","235","202","126","126","36","36","72","0","Nigeria","Bauchi","Toro","Tulai","Kur","86","103","93","71","21","42.84","321","0","0","321","0","0","Bauchi","nga-ba-5018","Nigeria","12026045","4","active","Toro","4","9.37183757834163","10.1639497426865","Gasuwo Maternity Clinic","9.3739,10.14553","public","Infinity","primary","Infinity","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-568e979b-2b3e-4dc9-bd73-9d86f0a7e7da","active","Invalid Number"
"287","276","199","504","213","143","143","41","41","82","0","Nigeria","Bauchi","Toro","Tulai","Kwagga","114","144","154","129","53","41.51","276","0","0","276","0","0","Bauchi","nga-ba-5018","Nigeria","12184001","3e+121","active","Toro","3e+121","9.24308432727992","10.109802938255","Mai Allo Health Post","9.223617,10.10229","public","e25eff86-d423-43c7-9ebe-3b0cd1032528","primary","e25eff86-d423-43c7-9ebe-3b0cd1032528","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-e25eff86-d423-43c7-9ebe-3b0cd1032528","active","Invalid Number"
"112","264","142","138","201","56","56","16","16","32","0","Nigeria","Bauchi","Toro","Tulai","Kwasai","35","52","50","43","8","43.13","264","0","0","264","0","0","Bauchi","nga-ba-5018","Nigeria","12156694","Invalid Number","active","Toro","Invalid Number","9.32656456979913","10.1568848296712","Galda Health Post","9.32535,10.14753","public","7","primary","7","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-7dc50bf0-450e-4cd8-bf34-39bd9185da6d","active","Invalid Number"
"409","326","320","762","588","205","205","58","58","117","0","Nigeria","Bauchi","Toro","Tulai","Madugu 1","148","268","336","279","130","40.14","326","0","0","326","0","0","Bauchi","nga-ba-5018","Nigeria","12094360","Invalid Number","active","Toro","Invalid Number","9.31409535002041","10.1103336003155","Kwacciyel Health Post","9.31319,10.10997","public","b36ba4f5-6b50-4690-99c8-18c63b6ccb92","primary","b36ba4f5-6b50-4690-99c8-18c63b6ccb92","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-b36ba4f5-6b50-4690-99c8-18c63b6ccb92","active","13453766"
"252","181","140","471","57","126","126","36","36","72","0","Nigeria","Bauchi","Toro","Tulai","Magama","94","133","153","129","45","39.35","181","0","0","181","0","0","Bauchi","nga-ba-5018","Nigeria","12062928","Invalid Number","active","Toro","Invalid Number","9.16225022027152","10.0816994804467","Magama Gari Health Post","9.164204,10.082232","public","b791e589-aa51-4d71-9786-daf96b8da2e5","primary","b791e589-aa51-4d71-9786-daf96b8da2e5","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-b791e589-aa51-4d71-9786-daf96b8da2e5","active","81170916"
"347","389","368","455","534","174","174","50","50","99","0","Nigeria","Bauchi","Toro","Tulai","Magama Gari North","146","177","166","139","71","42.34","389","0","0","389","0","0","Bauchi","nga-ba-5018","Nigeria","12010630","9000000000","active","Toro","9000000000","9.16717319009069","10.0838129798852","Magama Gari Health Post","9.164204,10.082232","public","b791e589-aa51-4d71-9786-daf96b8da2e5","primary","b791e589-aa51-4d71-9786-daf96b8da2e5","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-b791e589-aa51-4d71-9786-daf96b8da2e5","active","81170916"
"213","230","165","350","107","106","106","30","30","61","0","Nigeria","Bauchi","Toro","Tulai","Magama Gari South","93","114","101","82","38","43.04","230","0","0","230","0","0","Bauchi","nga-ba-5018","Nigeria","12071639","Invalid Number","active","Toro","Invalid Number","9.16404938956771","10.0825727698175","Magama Gari Health Post","9.164204,10.082232","public","b791e589-aa51-4d71-9786-daf96b8da2e5","primary","b791e589-aa51-4d71-9786-daf96b8da2e5","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-b791e589-aa51-4d71-9786-daf96b8da2e5","active","81170916"
"182","228","184","107","137","91","91","26","26","52","0","Nigeria","Bauchi","Toro","Tulai","Mai Ganga","81","91","36","26","4","27.64","228","0","0","228","0","0","Bauchi","nga-ba-5018","Nigeria","12118825","2","active","Toro","2","9.25597341803888","10.0806651063097","Amarks Health Clinic","9.25991,10.09127","private","30","primary","30","Bauchi","5","Toro","nga-ba-5018","For Profit","Primary Health Clinic","Nigeria","org-3e1a8d8a-2616-4124-86fa-d196887ce4f5","active","58201832"
"49","114","101","102","57","25","25","7","7","14","0","Nigeria","Bauchi","Toro","Tulai","Mai Unguwa Isa","23","32","32","24","6","39.91","114","0","0","114","0","0","Bauchi","nga-ba-5018","Nigeria","12154071","80000","active","Toro","80000","9.32700895719768","10.1687897005843","Tashan Maiturare Health Post","9.331481934,10.18811035","public","de8cc28d-e887-4210-b74c-2706bddabfd6","primary","de8cc28d-e887-4210-b74c-2706bddabfd6","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-de8cc28d-e887-4210-b74c-2706bddabfd6","active","55919541"
"94","57","67","68","128","47","47","13","13","27","0","Nigeria","Bauchi","Toro","Tulai","Mal Mai Anguwan Buba","32","37","33","26","7","47.44","57","0","0","57","0","0","Bauchi","nga-ba-5018","Nigeria","12275618","18","active","Toro","18","9.3513943280858","10.1096991447997","Yakanaji Health Post","9.348585,10.10546","public","e81f4fba-ad8f-459c-a800-c2b9b4dec120","primary","e81f4fba-ad8f-459c-a800-c2b9b4dec120","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-e81f4fba-ad8f-459c-a800-c2b9b4dec120","active","47606375"
"147","320","229","199","130","73","73","21","21","42","0","Nigeria","Bauchi","Toro","Tulai","Mele","60","77","70","57","32","59.85","320","0","0","320","0","0","Bauchi","nga-ba-5018","Nigeria","12141723","88115739","active","Toro","88115739","9.34891456895224","10.1762302433311","Tashan Maiturare Health Post","9.331481934,10.18811035","public","de8cc28d-e887-4210-b74c-2706bddabfd6","primary","de8cc28d-e887-4210-b74c-2706bddabfd6","Bauchi","5","Toro","nga-ba-5018","Local Government","Health Post","Nigeria","org-de8cc28d-e887-4210-b74c-2706bddabfd6","active","55919541"
"47","62","40","28","44","24","24","7","7","14","0","Nigeria","Bauchi","Toro","Tulai","Mulki North","14","18","16","9","4","33.37","62","0","0","62","0","0","Bauchi","nga-ba-5018","Nigeria","11998952","1043","active","Toro","1043","9.36628504621797","10.1470642086464","Gasuwo Maternity Clinic","9.3739,10.14553","public","Infinity","primary","Infinity","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-568e979b-2b3e-4dc9-bd73-9d86f0a7e7da","active","Invalid Number"
"35","91","62","69","43","18","18","5","5","10","0","Nigeria","Bauchi","Toro","Tulai","Mulki South","14","21","24","15","9","59.48","91","0","0","91","0","0","Bauchi","nga-ba-5018","Nigeria","12086491","5","active","Toro","5","9.3797835202933","10.1408317899552","Gasuwo Maternity Clinic","9.3739,10.14553","public","Infinity","primary","Infinity","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Primary Health Clinic","Nigeria","org-568e979b-2b3e-4dc9-bd73-9d86f0a7e7da","active","Invalid Number"
"207","180","174","428","132","103","103","30","30","59","0","Nigeria","Bauchi","Toro","Tulai","Narewa Makera","81","117","135","107","36","44.71","180","0","0","180","0","0","Bauchi","nga-ba-5018","Nigeria","12264437","7139","active","Toro","7139","9.30438016011635","10.0946174196582","Kocchiyel Health Post","9.30914,10.1009","public","d73045cd-ae86-4784-a9ad-2a4f908e93db","primary","d73045cd-ae86-4784-a9ad-2a4f908e93db","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-d73045cd-ae86-4784-a9ad-2a4f908e93db","active","Invalid Number"
"408","493","406","592","773","204","204","58","58","117","0","Nigeria","Bauchi","Toro","Tulai","Nerawa Kasa","186","242","268","229","103","45.98","493","0","0","493","0","0","Bauchi","nga-ba-5018","Nigeria","12181714","Invalid Number","active","Toro","Invalid Number","9.29964677997498","10.0942919397213","Kocchiyel Health Post","9.30914,10.1009","public","d73045cd-ae86-4784-a9ad-2a4f908e93db","primary","d73045cd-ae86-4784-a9ad-2a4f908e93db","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-d73045cd-ae86-4784-a9ad-2a4f908e93db","active","Invalid Number"
"290","785","412","875","276","145","145","41","41","83","0","Nigeria","Bauchi","Toro","Tulai","Panshanu","177","274","276","231","89","35.60","785","0","0","785","0","0","Bauchi","nga-ba-5018","Nigeria","12018774","9","active","Toro","9","9.21060054967569","10.0977124598622","Mai Allo Health Post","9.223617,10.10229","public","e25eff86-d423-43c7-9ebe-3b0cd1032528","primary","e25eff86-d423-43c7-9ebe-3b0cd1032528","Bauchi","Invalid Number","Toro","nga-ba-5018","Unknown","Health Post","Nigeria","org-e25eff86-d423-43c7-9ebe-3b0cd1032528","active","Invalid Number"
"175","122","107","251","259","88","88","25","25","50","0","Nigeria","Bauchi","Toro","Tulai","Polchi","65","83","91","79","34","51.70","122","0","0","122","0","0","Bauchi","nga-ba-5018","Nigeria","12079533","Invalid Number","active","Toro","Invalid Number","9.30005498674831","10.1233341584447","Polchi Primary Health Clinic","9.301233,10.122455","public","a15efb54-319b-4cae-9585-6f125ca23321","primary","a15efb54-319b-4cae-9585-6f125ca23321","Bauchi","5","Toro","nga-ba-5018","Local Government","Primary Health Clinic","Nigeria","org-a15efb54-319b-4cae-9585-6f125ca23321","active","76990641"
